ISIN CODE,NAME 1,NAME 2,No,Country of Domicile
HK0000139300,TELEVISION BROADCAST ,TELEVISION BROADCASTS ,640,HONG KONG
HK0000049939,CHINA UNICOM ,CHINA UNICOM (HONG KONG) ,641,HONG KONG
KYG9361V1086,VINDA INTERNATIONAL ,VINDA INTERNATIONAL HDG. ,642,HONG KONG
HK0345001611,VITASOY INTERNAT ,VITASOY INTL.HDG. ,643,HONG KONG
BMG9400S1329,VTECH HOLDINGS LTD ,VTECH HOLDINGS ,644,HONG KONG
BMG0957L1090,,BEIJING ENTERPRISES WATER GROUP ,645,HONG KONG
BMG8403G1033,SINOFERT HOLDINGS ,SINOFERT HOLDINGS ,647,HONG KONG
HK0000056256,CHINA TRADITIONAL ,CHINA TRADITIONAL CHI,648,HONG KONG
KYG9593A1040,WHA ,WHARF REAL ESTATE ,649,HONG KONG
KYG450481083,HENGDELI HOLD ,HENGDELI HOLDINGS ,650,HONG KONG
KYG9828G1082,XINYI GLASS HLDGS ,XINYI GLASS HOLDINGS ,651,HONG KONG
BMG988031446,YUE YUEN INDUSTRIAL ,YUE YUEN INDL.HDG. ,652,HONG KONG
KR7000810002,SAMSUNG FIRE & MARIN ,SAMSUNG FIRE & MAR.IN. ,653,SOUTH KOREA
KR7196170005,ALTEOGEN INC ,ALTEOGEN ,654,SOUTH KOREA
KR7090430000,AMOREPACIFIC CORP ,AMOREPACIFIC ,655,SOUTH KOREA
KR7011210002,HYUNDAI WIA CORP ,HYUNDAI WIA ,656,SOUTH KOREA
KR7241560002,DOOSAN BOBCAT ,DOOSAN BOBCAT ,657,SOUTH KOREA
KR7207940008,SAMSUNG BIOLOGICS ,SAMSUNG BIOLOGICS ,658,SOUTH KOREA
KR7027410000,BGF CO LTD ,BGF ,659,SOUTH KOREA
KR7282330000,BGF RETAIL CO LTD ,BGF RETAIL ,660,SOUTH KOREA
KR7034730002,SK INC ,SK ,661,SOUTH KOREA
KR7030000004,CHEIL WORLDWIDE INC ,CHEIL WORLDWIDE ,662,SOUTH KOREA
KR7267270007,HD HYUNDAI CONSTR ,HD HYUNDAI CONSTRUCTION ,663,SOUTH KOREA
KR7001040005,CJ CORP ,CJ ,664,SOUTH KOREA
KR7097950000,CJ CHEILJEDANG CORP ,CJ CHEILJEDANG ,665,SOUTH KOREA
KR7091990002,CELLTRION HEALTHCARE ,CELLTRION HEALTHCARE ,666,SOUTH KOREA
KR7028260008,SAMSUNG C&T ,SAMSUNG C&T ,667,SOUTH KOREA
KR7026960005,DONG SUH COMPANIES ,DONGSUH ,668,SOUTH KOREA
KR7012510004,DOUZONE BIZON CO LTD ,DOUZONBIZON ,669,SOUTH KOREA
KR7071050009,KOREA INV HLDGS ,KOREA INVESTMENT HDG. ,670,SOUTH KOREA
KR7001800002,ORION HOLDINGS CORP ,ORION HOLDINGS ,671,SOUTH KOREA
KR7001230002,DONGKUK HOLDINGS ,DONGKUK HOLDINGS ,672,SOUTH KOREA
KR7000210005,DL HOLDINGS ,DL ,673,SOUTH KOREA
KR7042670000,HD HYUNDAI ,HD HYUNDAI INFRACORE ,674,SOUTH KOREA
KR7003470002,YUANTA SECURITIES ,YUANTA SECURITIES KOREA ,675,SOUTH KOREA
KR7006800007,MIRAE ASSET ,MIRAE ASSET SECURITIES ,676,SOUTH KOREA
KR7035720002,KAKAO CORP ,KAKAO ,677,SOUTH KOREA
KR7004800009,HYOSUNG CORP ,HYOSUNG ,678,SOUTH KOREA
KR7139480008,E-MART INC,E-MART ,679,SOUTH KOREA
KR7081660003,MISTO HOLDINGS ,FILA HOLDINGS ,680,SOUTH KOREA
KR7010120004,LS ELECTRIC CO ,LS ELECTRIC ,681,SOUTH KOREA
KR7086280005,HYUNDAI GLOVIS ,HYUNDAI GLOVIS ,682,SOUTH KOREA
KR7007070006,GS RET ,GS RETAIL ,683,SOUTH KOREA
KR7078930005,GS HOLDINGS CORP ,GS HOLDINGS ,684,SOUTH KOREA
KR7006260004,LS CORPORATION ,LS ,685,SOUTH KOREA
KR7012330007,HYUNDAI MOBIS ,HYUNDAI MOBIS ,686,SOUTH KOREA
KR7018880005,HANON SYSTEMS ,HANON SYSTEMS ,687,SOUTH KOREA
KR7294870001,HDC HY ,HDC OP ,688,SOUTH KOREA
KR7000720003,HYUNDAI ENGINEERING ,HYUNDAI ENGR.& CON. ,689,SOUTH KOREA
KR7069960003,HYUNDAI DEPARTMENT ,HYUNDAI DEPARTMENT STORE ,690,SOUTH KOREA
KR7005380001,HYUNDAI MOTOR CO ,HYUNDAI MOTOR ,691,SOUTH KOREA
KR7009240003,HANSSEM CO. ,HANSSEM ,692,SOUTH KOREA
KR7086790003,HANA FINANCIAL GROUP ,HANA FINANCIAL GROUP ,693,SOUTH KOREA
KR7057050007,HYUNDAI HOME ,HYUNDAI HOME SHOP.NET. ,694,SOUTH KOREA
KR7097230007,HJSC ,HJ SHIPBUILDING & ,695,SOUTH KOREA
KR7000240002,HANKOOK TECH ,HANKOOK & COMPANY ,696,SOUTH KOREA
KR7008560005,MERITZ SECURITIES CO ,MERITZ SECS. ,697,SOUTH KOREA
KR7011200003,HMM CO LTD ,HMM ,698,SOUTH KOREA
KR7020000006,HANDSOME ,HANDSOME ,699,SOUTH KOREA
KR7010620003,HD HYUNDAI MIPO ,HD HYUNDAI MIPO ,700,SOUTH KOREA
KR7008930000,HANMI SCIENCE CO ,HANMI SCIENCE ,701,SOUTH KOREA
KR7001450006,HYUNDAI M & F INS. ,HYUNDAI MARINE & FIRE ,702,SOUTH KOREA
KR7011170008,LOTTE CHEMICAL CORP ,LOTTE CHEMICAL ,703,SOUTH KOREA
KR7128940004,HANMI PHARMACEUTICAL ,HANMI PHARM ,704,SOUTH KOREA
KR7009540006,HD KOREA SHIP ,HD KOA.SHIPBLDG.& OFFS. ,705,SOUTH KOREA
KR7009830001,HANWHA SOLUTIONS ,HANWHA SOLUTIONS ,706,SOUTH KOREA
KR7012630000,HDC HOLDINGS CO LTD ,HDC HOLDINGS ,707,SOUTH KOREA
KR7000660001,SK HYNIX INC ,SK HYNIX ,708,SOUTH KOREA
KR7024110009,IND BANK OF KOREA ,INDUSTRIAL BANK OF KOREA ,709,SOUTH KOREA
KR7004020004,HYUNDAI STEEL CO ,HYUNDAI STEEL ,710,SOUTH KOREA
KR7214320004,INNOCEAN WORLD ,INNOCEAN WORLDWIDE ,711,SOUTH KOREA
KR7175330000,JB FINANCIAL GROUP ,JB FINANCIAL ,712,SOUTH KOREA
KR7000080002,HITEJINRO CO LTD ,HITEJINRO ,713,SOUTH KOREA
KR7066570003,LG ELECTRONICS INC ,LG ELECTRONICS ,714,SOUTH KOREA
KR7215600008,SILLAJEN INC ,SILLAJEN ,715,SOUTH KOREA
KR7054950001,JVM CO LTD ,JVM ,716,SOUTH KOREA
KR7003490000,KOREAN AIR LINES CO ,KOREAN AIR LINES ,717,SOUTH KOREA
KR7005830005,DB INSURANCE CO LTD ,DB INSURANCE ,718,SOUTH KOREA
KR7000270009,KIA CORP ,KIA CORPORATION ,719,SOUTH KOREA
KR7015760002,KOREA ELECTRIC POWER ,KOREA ELECTRIC POWER ,720,SOUTH KOREA
KR7004000006,LOTTE FINE CHEMICAL ,LOTTE FINE CHEMICAL ,721,SOUTH KOREA
KR7105560007,KB FINANCIAL GROUP ,KB FINANCIAL GROUP ,722,SOUTH KOREA
KR7034020008,DOOSAN ENERBILITY ,DOOSAN ENERBILITY ,723,SOUTH KOREA
KR7002380004,KCC CORP ,KCC ,724,SOUTH KOREA
KR7011780004,KUMHO PETRO ,KUMHO PETRO CHEMICAL ,725,SOUTH KOREA
KR7088350004,HANWHA LIFE INS ,HANWHA LIFE INSURANCE ,726,SOUTH KOREA
KR7032500001,KMW CO LTD ,KMW ,727,SOUTH KOREA
KR7003690005,KOREAN REINSURANCE ,KOREAN REINSURANCE ,728,SOUTH KOREA
KR7051600005,KEPCO PLANT ,KEPCO PLANT SER.& ENGR. ,729,SOUTH KOREA
KR7028300002,HLB INC ,HLB ,730,SOUTH KOREA
KR7000880005,HANWHA CORP ,HANWHA ,731,SOUTH KOREA
KR7036460004,KOREAGASCORP ,KOREA GAS ,732,SOUTH KOREA
KR7000120006,CJ LOGISTICS CORP ,CJ LOGISTICS ,733,SOUTH KOREA
KR7010130003,KOREA ZINC INC ,KOREA ZINC ,734,SOUTH KOREA
KR7010060002,OCI HOLDINGS ,OCI HOLDINGS COMPANY ,735,SOUTH KOREA
KR7033780008,KT & G CORP ,KT & G ,736,SOUTH KOREA
KR7030200000,KT CORP ,KT ,737,SOUTH KOREA
KR7035250000,KANGWON LAND INC ,KANGWON LAND ,738,SOUTH KOREA
KR7005300009,LOTTE CHILSUNG BEVER ,LOTTE CHILSUNG ,739,SOUTH KOREA
KR7051910008,LG CHEM LTD ,LG CHEM ,740,SOUTH KOREA
KR7006360002,GS ENGINEERING ,GS ENGR. & CON. ,741,SOUTH KOREA
KR7003550001,LG CORP ,LG ,742,SOUTH KOREA
KR7093050003,LF CORP ,LF ,743,SOUTH KOREA
KR7032640005,LG UPLUS CORP ,LG UPLUS ,744,SOUTH KOREA
KR7034220004,"LG DISPLAY CO., LTD. ",LG DISPLAY ,745,SOUTH KOREA
KR7011070000,LG INNOTEK CO ,LG INNOTEK ,746,SOUTH KOREA
KR7051900009,LG H&H CO LTD ,LG H & H ,747,SOUTH KOREA
KR7028150001,GS HOME SHOPPING INC ,GS HOME SHOPPING ,748,SOUTH KOREA
KR7285130001,SK CHEMICALS CO LTD ,SK CHEMICALS ,749,SOUTH KOREA
KR7004990008,LOTTE CORP ,LOTTE ,750,SOUTH KOREA
KR7023530009,LOTTE SHOPPING ,LOTTE SHOPPING ,751,SOUTH KOREA
KR7005940002,NH INVESTMENT ,NH INVESTMENT & SECS. ,752,SOUTH KOREA
KR7068760008,CELLTRION PHARM INC ,CELLTRION PHARM ,753,SOUTH KOREA
KR7060980000,HL HOLDINGS CORP ,HL HOLDINGS ,754,SOUTH KOREA
KR7204320006,HL MANDO CORP ,HL MANDO ,755,SOUTH KOREA
KR7086900008,MEDYTOX INC ,MEDY-TOX ,756,SOUTH KOREA
KR7036570000,NCSOFT CORP ,NCSOFT ,757,SOUTH KOREA
KR7035420009,NAVER CORP ,NAVER ,758,SOUTH KOREA
KR7004370003,"NONGSHIM CO., LTD. ",NONGSHIM ,759,SOUTH KOREA
KR7251270005,NETMARBLE CORP ,NETMARBLE ,760,SOUTH KOREA
KR7000060004,MERITZ FIRE & MARINE ,MERITZ FIRE & MAR.IN. ,761,SOUTH KOREA
KR7271560005,ORION ,ORION ,762,SOUTH KOREA
KR7047050000,POSCO INTERNATIONAL ,POSCO INTERNATIONAL ,763,SOUTH KOREA
KR7000150003,DOOSAN CORP ,DOOSAN FUEL CELL ,764,SOUTH KOREA
KR7161390000,HANKOOK ,HANKOOK TIRE & ,765,SOUTH KOREA
KR7068270008,"CELLTRION, INC. ",CELLTRION ,766,SOUTH KOREA
KR7042660001,HANWHA OCEAN CO LTD ,HANWHA OCEAN ,767,SOUTH KOREA
KR7007310006,OTOKI ,OTTOGI ,768,SOUTH KOREA
KR7034230003,PARADISE COMPANY ,PARADISE ,769,SOUTH KOREA
KR7002790004,AMOREPACIFIC HOLDINGS ,AMOREPACIFIC GROUP ,770,SOUTH KOREA
KR7005490008,POSCO HOLDINGS INC ,POSCO HOLDINGS ,771,SOUTH KOREA
KR7003670007,POSCO FUTURE ,POSCO FUTURE M ,772,SOUTH KOREA
KR7267250009,HD HYUNDAI CO LTD ,HD HYUNDAI ,773,SOUTH KOREA
KR7096770003,SK ENERGY ,SK INNOVATION ,774,SOUTH KOREA
KR7012750006,S-1 CORP,S-1 ,775,SOUTH KOREA
KR7006400006,SAMSUNG SDI CO LTD ,SAMSUNG SDI ,776,SOUTH KOREA
KR7009150004,SAMSUNG ELECTRO-MECH,SAMSUNG ELTO.MECHANICS ,777,SOUTH KOREA
KR7056190002,SFA ENGINEERING ,SFA ENGINEERING ,778,SOUTH KOREA
KR7032830002,SAMSUNG LIFE ,SAMSUNG LIFE INSURANCE ,779,SOUTH KOREA
KR7012450003,HANWHA AEROSP ,HANWHA AEROSPACE ,780,SOUTH KOREA
KR7004170007,SHINSEGAE ,SHINSEGAE ,781,SOUTH KOREA
KR7028050003,SAMSUNG E&A CO ,SAMSUNG E&A ,782,SOUTH KOREA
KR7001740000,SK NETWORKS CO ,SK NETWORKS ,783,SOUTH KOREA
KR7005930003,SAMSUNG ELECTRONICS ,SAMSUNG ELECTRONICS ,784,SOUTH KOREA
KR7055550008,SHINHAN FINANCIAL GR ,SHINHAN FINL.GROUP ,785,SOUTH KOREA
KR7008770000,HOTEL SHILLA CO. ,HOTEL SHILLA ,786,SOUTH KOREA
KR7011790003,"SKC CO., LTD. ",SKC ,787,SOUTH KOREA
KR7017670001,SK TELECOM CO LTD ,SK TELECOM ,788,SOUTH KOREA
KR7010140002,SAMSUNG HEAVY IND ,SAMSUNG HEAVY INDS. ,789,SOUTH KOREA
KR7035760008,CJ ENM CO LTD ,CJ ENM ,790,SOUTH KOREA
KR7019170000,SHIN POONG PHARM. ,SHIN POONG PHARM. ,791,SOUTH KOREA
KR7028670008,PAN OCEAN CO ,PANOCEAN ,792,SOUTH KOREA
KR7029780004,SAMSUNG CARD CO LTD ,SAMSUNG CARD ,793,SOUTH KOREA
KR7010950004,S-OIL CORP,S-OIL ,794,SOUTH KOREA
KR7016360000,SAMSUNG SECURITIES ,SAMSUNG SECURITIES ,795,SOUTH KOREA
KR7046890000,SEOUL SEMICONDUCTOR ,SEOUL SEMICONDUCTOR ,796,SOUTH KOREA
KR7018260000,SAMSUNG SDS CO LTD ,SAMSUNG SDS ,797,SOUTH KOREA
KR7084990001,HELIXMITH CO LTD ,HELIXMITH ,798,SOUTH KOREA
KR7316140003,WOORI FINA ,WOORI FINANCIAL GROUP ,799,SOUTH KOREA
KR7021240007,COWAY CO ,COWAY ,800,SOUTH KOREA
KR7047040001,DAEWOO ENGINEERING ,DAEWOO ENGR.& CON. ,801,SOUTH KOREA
KR7000100008,YUHAN CORP ,YUHAN ,802,SOUTH KOREA
KR7111770004,YOUNGONE CORP ,YOUNGONE ,803,SOUTH KOREA
KR7263750002,PEARLABYSS CORP ,PEARLABYSS ,804,SOUTH KOREA
KR7138930003,BNK FINANCIAL ,BNK FINANCIAL GROUP ,805,SOUTH KOREA
KR7047810007,KOREA AEROSPACE ,KOREA AEROSPACE INDS. ,806,SOUTH KOREA
KR7139130009,DGB FINANCIAL ,IM FINANCIAL GROUP ,807,SOUTH KOREA
KR7181710005,NHN CORP ,NHN ,808,SOUTH KOREA
KR7071840003,LOTTE HIMART CO LTD ,LOTTE HIMART ,809,SOUTH KOREA
MYL6399OO009,ASTRO MALAYSIA ,ASTRO MALAYSIA HOLDINGS ,810,MALAYSIA
MYL5657OO001,PARKSON HOLDINGS ,PARKSON HOLDINGS ,811,MALAYSIA
MYL1015OO006,AMMB HOLDINGS BERHAD ,AMMB HOLDINGS ,812,MALAYSIA
MYL5210OO009,BUMI ARMADA BHD ,BUMI ARMADA ,813,MALAYSIA
MYL2291OO002,GENTING PLANTATIONS ,GENTING PLANTATIONS ,814,MALAYSIA
MYL5099OO006,CAPITAL A BERHAD ,CAPITAL A ,815,MALAYSIA
MYL5248OO009,BERMAZ AUTO BHD ,BERMAZ AUTO ,816,MALAYSIA
MYL3395OO000,BERJAYA CORP ,BERJAYA CORPORATION ,817,MALAYSIA
MYL1562OO007,SPORTS TOTO BHD ,SPORTS TOTO ,818,MALAYSIA
MYL1818OO003,BURSA MALAYSIA BHD ,BURSA MALAYSIA ,819,MALAYSIA
MYL2836OO004,CARLSBERG BREWERY ,CARLSBERG BREWERY MAL. ,820,MALAYSIA
MYL1023OO000,CIMB GROUP HOLDIN ,CIMB GROUP HOLDINGS ,821,MALAYSIA
MYL7277OO006,DIALOG GROUP BERHAD ,DIALOG GROUP ,822,MALAYSIA
MYL3034OO005,HAP SENG CONSOLIDATE ,HAP SENG CONSOLIDATED ,823,MALAYSIA
MYL5222OO004,FGV HOLDINGS BHD ,FGV HOLDINGS ,824,MALAYSIA
MYL5398OO002,GAMUDA BERHAD ,GAMUDA ,825,MALAYSIA
MYL3182OO002,GENTING BHD ,GENTING ,826,MALAYSIA
MYL5168OO009,HARTALEGA HOLDINGS ,HARTALEGA HOLDINGS ,827,MALAYSIA
MYL5819OO007,HONG LEONG BANK BHD ,HONG LEONG BANK ,828,MALAYSIA
MYL1082OO006,HONG LEONG FIN ,HONG LEONG FINL.GP. ,829,MALAYSIA
MYL5225OO007,IHH HEALTHCARE ,IHH HEALTHCARE ,830,MALAYSIA
MYL3336OO004,IJM CORPORATION BHD ,IJM CORPORATION ,831,MALAYSIA
MYL1961OO001,IOI CORPORATION BHD ,IOI CORPORATION ,832,MALAYSIA
MYL5249OO007,IOI PROPERTIES GROUP ,IOI PROPERTIES GROUP ,833,MALAYSIA
MYL2445OO004,KUALA LUMPUR KEPONG ,KUALA LUMPUR KEPONG ,834,MALAYSIA
MYL7153OO009,KOSSAN RUBBER ,KOSSAN RUBBER ,835,MALAYSIA
MYL3794OO004,MALAYAN CEMENT BHD ,MALAYAN CEMENT ,836,MALAYSIA
MYL5014OO005,MALAYSIA AIRPORTS ,MALAYSIA AIRPORTS HDG. ,837,MALAYSIA
MYL1155OO000,MALAYAN BANKING BHD ,MALAYAN BANKING ,838,MALAYSIA
MYL6012OO008,MAXIS BHD ,MAXIS ,839,MALAYSIA
MYL3816OO005,MISC BHD ,MISC BHD. ,840,MALAYSIA
MYL3689OO006,FRASER & NEAVE ,FRASER & NEAVE HOLDINGS ,841,MALAYSIA
MYL2194OO008,MMC CORPORATION BHD ,MMC CORPORATION ,842,MALAYSIA
MYL5186OO001,MALAYSIA MARINE ,MALAYSIA MAR.& HVY.ENGR. ,843,MALAYSIA
MYL4502OO000,MEDIA PRIMA BHD ,MEDIA PRIMA ,844,MALAYSIA
MYL6947OO005,CELCOMDIGI BHD ,CELCOMDIGI ,845,MALAYSIA
MYQ0138OO006,MY E.G. SERVICES BHD ,MY EG SERVICES ,846,MALAYSIA
MYL2488OO004,ALLIANCE BANK MALA ,ALLIANCE BANK MALAYSIA ,847,MALAYSIA
MYL4707OO005,NESTLE (MALAYSIA) ,NESTLE (MALAYSIA) ,848,MALAYSIA
MYL1295OO004,PUBLIC BANK BHD ,PUBLIC BANK ,849,MALAYSIA
MYL5183OO008,PETRONAS CHEMICALS ,PETRONAS CHEMICALS GP. ,850,MALAYSIA
MYL4065OO008,PPB GROUP BHD ,PPB GROUP ,851,MALAYSIA
MYL5681OO001,PETRONAS DAGANGAN ,PETRONAS DAGANGAN ,852,MALAYSIA
MYL6033OO004,PETRONAS GAS BERHAD ,PETRONAS GAS ,853,MALAYSIA
MYL8869OO009,PRESS METAL ALUM ,PRESS METAL ALUMINIUM ,854,MALAYSIA
MYL7084OO006,QL RESOURCES BHD ,QL RESOURCES ,855,MALAYSIA
MYL4715OO008,GENTING MALAYSIA BER ,GENTING MALAYSIA ,856,MALAYSIA
MYL1066OO009,RHB BANK BHD ,RHB BANK BHD ,857,MALAYSIA
MYL4162OO003,BRITISH AMERICAN ,BRIT.AMER.TOB.(MALAYSIA) ,858,MALAYSIA
MYL5218OO002,SAPURA ENERGY BHD ,SAPURA ENERGY ,859,MALAYSIA
MYL5285OO001,SD GUTHRIE BHD ,SD GUTHRIE ,860,MALAYSIA
MYL4197OO009,SIME DARBY BHD ,SIME DARBY ,861,MALAYSIA
MYL5288OO005,SIME DARBY ,SIME DARBY PROPERTY ,862,MALAYSIA
MYL8664OO004,S P SETIA BHD ,SP SETIA ,863,MALAYSIA
MYL5347OO009,TENAGA NASIONAL BHD ,TENAGA NASIONAL ,864,MALAYSIA
MYL4863OO006,TELEKOM MALAYSIA BHD ,TELEKOM MALAYSIA ,865,MALAYSIA
MYL6888OO001,AXIATA GROUP ,AXIATA GROUP ,866,MALAYSIA
MYL7113OO003,TOP GLOVE CORP ,TOP GLOVE CORPORATION ,867,MALAYSIA
MYL5148OO001,UEM SUNRISE ,UEM SUNRISE ,868,MALAYSIA
MYL4588OO009,UMW HOLDINGS BERHAD ,UMW HOLDINGS ,869,MALAYSIA
MYL7106OO007,SUPERMAX CORP BHD ,SUPERMAX CORPORATION ,870,MALAYSIA
MYL5246OO003,WESTPORTS HOLD ,WESTPORTS HOLDINGS ,871,MALAYSIA
MYL4677OO000,YTL CORPORATION BHD ,YTL CORPORATION ,872,MALAYSIA
MYL6742OO000,YTL POWER INT'L BHD ,YTL POWER INTERNATIONAL ,873,MALAYSIA
PHY0486V1154,AYALA CORP ,AYALA ,874,PHILIPPINES
PHY003341054,ALLIANCE GLOBAL ,ALLIANCE GLOBAL GP. ,875,PHILIPPINES
PHY0488F1004,"AYALA LAND, INC. ",AYALA LAND ,876,PHILIPPINES
PHY0005M1090,ABOITIZ POWER CORP ,ABOITIZ POWER ,877,PHILIPPINES
PHY0001Z1040,ABOITIZ EQUITY ,ABOITIZ EQUITY VENT. ,878,PHILIPPINES
PHY077751022,BDO UNIBANK ,BDO UNIBANK ,879,PHILIPPINES
PHY0967S1694,BANK OF THE PHIL. ,BANK OF THE PHILP.ISLE. ,880,PHILIPPINES
PHY2088F1004,DMCI HOLDINGS ,DMCI HOLDINGS ,881,PHILIPPINES
PHY272571498,GLOBE TELECOM INC. ,GLOBE TELECOM ,882,PHILIPPINES
PHY290451046,GT CAPITAL ,GT CAPITAL HOLDINGS ,883,PHILIPPINES
PHY411571011,INT'L CONTAINER ,INTL.CTNR.TERM.SVS. ,884,PHILIPPINES
PHY4466S1007,JOLLIBEE FOODS CORP ,JOLLIBEE FOODS ,885,PHILIPPINES
PHY444251177,"JG SUMMIT HLDGS, INC ",JG SUMMIT HOLDINGS 1 B ,886,PHILIPPINES
PHY594811127,MEGAWORLD CORP ,MEGAWORLD ,887,PHILIPPINES
PHY603051020,METRO PACIFIC INVEST ,METRO PACIFIC INVS. ,888,PHILIPPINES
PHY5764J1483,MANILA ELECTRIC CO. ,MANILA ELECTRIC ,889,PHILIPPINES
PHY6028G1361,METROPOLITAN BANK ,METROPOLITAN BANK AND ,890,PHILIPPINES
PHY569991086,MANILA WATER CO ,MANILA WATER ,891,PHILIPPINES
PHY7072Q1032,PLDT INC ,PLDT ,892,PHILIPPINES
PHY716171079,PUREGOLD PRIC ,PUREGOLD PRICE CLUB ,893,PHILIPPINES
PHY731961264,ROBINSONS LAND CORP ,ROBINSONS LAND ,894,PHILIPPINES
PHY7571C1000,SECURITY BANK ,SECURITY BANK ,895,PHILIPPINES
PHY751061151,SAN MIGUEL CORP ,SAN MIGUEL ,896,PHILIPPINES
PHY8076N1120,SM PRIME HOLDINGS ,SM PRIME HOLDINGS ,897,PHILIPPINES
PHY806761029,SM INVESTMENTS CORP ,SM INVESTMENTS ,898,PHILIPPINES
PHY9297P1004,UNIVERSAL ROBINA ,UNIVERSAL ROBINA ,899,PHILIPPINES
TH3437010004,ASIA AVIATION PCL ,ASIA AVIATION ,900,THAILAND
TH8906010005,ABSOLUTE CLEAN ,ABSOLUTE CLEAN ENERGY ,901,THAILAND
TH0765010Z08,AIRPORTS OF THAILAND ,AIRPORTS OF THAILAND ,902,THAILAND
TH0268010Z03,ADV INFO SERVICE PCL ,ADVANCED INFO SER. ,903,THAILAND
TH0120010Y07,ERAWAN GROUP PCL ,ERAWAN GROUP ,904,THAILAND
TH9436010002,ASSET WORLD CORP PCL ,ASSET WORLD ,905,THAILAND
TH0664010Z03,AEON THANA SINSAP ,AE.THANA SINSAP (THAI.) ,906,THAILAND
TH7462010003,BANPU POWER PCL ,BANPU POWER ,907,THAILAND
TH0023010000,BANK OF AYUDHYA PCL ,BANK OF AYUDHYA ,908,THAILAND
TH0001010006,BANGKOK BANK LIMITED ,BANGKOK BANK ,909,THAILAND
TH9479010000,BANGKOK COMMERCIAL ,BANGKOK COMMERCIAL ASSET ,910,THAILAND
TH0808010Y07,BANGKOK CHAIN HOSP ,BANGKOK CHAIN HOSPITAL ,911,THAILAND
TH7411010005,BCPG PCL ,BCPG ,912,THAILAND
TH0420010Y01,BANGCHAK CORPORATIO ,BANGCHAK CORPORATION ORS ,913,THAILAND
TH0264A10Z04,BANGKOK DUSIT PCL ,BANGKOK DUSIT MED.SVS. ,914,THAILAND
TH0592010Z06,BEC WORLD PCL ,BEC WORLD ,915,THAILAND
TH6999010007,BANGKOK EXPRESSWAY ,BANGKOK EXPRESSWAY AND ,916,THAILAND
TH7545010004,BGRIMM POWER PCL ,B GRIMM POWER ,917,THAILAND
TH0168A10Z01,BUMRUNGRAD HOSPITAL ,BUMRUNGRAD HOSPITAL ,918,THAILAND
TH0002010Z06,BERLI JUCKER PCL ,BERLI JUCKER ,919,THAILAND
TH0148A10Z06,BANPU PCL ,BANPU ,920,THAILAND
TH6066010005,CARABAO GROUP PCL ,CARABAO GROUP ,921,THAILAND
TH0176B10Z00,CENTRAL PLAZA HOTEL ,CENTRAL PLAZA HOTEL ,922,THAILAND
TH4539010Z03,CHULARAT HOS ,CHULARAT HOSPITAL ,923,THAILAND
TH0671010Z08,MAJOR CINEPLEX GROUP ,MAJOR CINEPLEX GROUP ,924,THAILAND
TH4536010Z09,CK POWER PCL ,CK POWER ,925,THAILAND
TH0101A10Z01,,CHAROEN POKPHAND FOODS ,926,THAILAND
TH0481B10Z00,CENTRAL PATTANA PCL ,CENTRAL PATTANA ,927,THAILAND
TH0737010Y08,CP ALL PCL ,CP ALL ,928,THAILAND
TH9597010007,CENTRAL RETA ,CENTRAL RETAIL ,929,THAILAND
TH9301010004,DOHOME PCL ,DOHOME ,931,THAILAND
TH0465010005,ELECTRICITY GENERAT ,ELECTRICITY GENERATING ,932,THAILAND
TH3545010003,ENERGY ABSOLUTE PCL ,ENERGY ABSOLUTE ,933,THAILAND
TH6128010001,EASTERN POLYMER ,EASTERN POLYMER GROUP ,934,THAILAND
TH0975010008,BANGCHAK SRIRACHA ,BANGCHAK SRIRACHA ,935,THAILAND
TH0297010Z02,GFPT PCL ,GFPT ,936,THAILAND
TH6488010005,GLOBAL POWER ,GLOBAL POWER SYNERGY ,937,THAILAND
TH1041010Z03,GUNKUL ENGIN ,GUNKUL ENGINEERING ,938,THAILAND
TH8319010Z06,GULF ENERGY DEVEL ,GULF ENERGY DEVELOPMENT ,939,THAILAND
